Receipt No.,Account,Transaction_Type,Money_In,Money_Out,Balance,DayOfWeekName,Completion Time
BIBPA08X5I,Casey Cox,Send Money,0.0,1428.0,1862.01,Tuesday,2023-10-31 20:59:34
3TFCLAQ569,Nichols LLC,Till No,0.0,1800.0,3290.01,Tuesday,2023-10-31 19:16:08
H0U7NHTZSF,Mpesa Charges,Mpesa Charges,0.0,13.0,5090.01,Tuesday,2023-10-31 15:51:57
Q5XAP90ZTB,Beverly Taylor,Send Money,0.0,700.0,5103.01,Tuesday,2023-10-31 15:51:57
8KQIWH8K7P,Mpesa Charges,Mpesa Charges,0.0,23.0,5803.01,Tuesday,2023-10-31 14:32:32
ECT1ZIX4GI,Elizabeth Taylor,Send Money,0.0,1048.0,5826.01,Tuesday,2023-10-31 14:32:32
6J6KAF6GWB,Kelsey Potter,Receive Money,3500.0,0.0,6874.01,Tuesday,2023-10-31 04:48:56
0Y30BZS9IE,Charlotte Davis,Receive Money,3500.0,0.0,6874.01,Tuesday,2023-10-31 04:48:56
KX7VYTG5NO,Mpesa Charges,Mpesa Charges,0.0,13.0,3374.01,Monday,2023-10-30 20:48:18
RBKZIBZAZZ,Kellie Gallagher,Send Money,0.0,568.0,3387.01,Monday,2023-10-30 20:48:18
UQDZYR9RGF,Mpesa Charges,Mpesa Charges,0.0,7.0,3955.01,Monday,2023-10-30 15:26:31
B89F75M0RZ,Chad Bradley,Send Money,0.0,500.0,3962.01,Monday,2023-10-30 15:26:31
19LCMYMJWH,"Hill, Matthews and Martin",Till No,0.0,300.0,4462.01,Monday,2023-10-30 12:51:06
7RODHR2MQB,Mpesa Charges,Mpesa Charges,0.0,7.0,4762.01,Sunday,2023-10-29 20:56:22
IMLBSMW5AQ,Roy Gray,Send Money,0.0,400.0,4769.01,Sunday,2023-10-29 20:56:22
V6ZJON3J99,Thomas Wilson,Send Money,0.0,100.0,5169.01,Saturday,2023-10-28 18:15:54
C7FD8XVUV4,Woods-Walker,Till No,0.0,2249.0,5269.01,Saturday,2023-10-28 18:03:09
IZUW3C6O36,Mpesa Charges,Mpesa Charges,0.0,5.0,7518.01,Saturday,2023-10-28 17:22:35
99WJZLDKUC,Harrison and Sons,Pay Bill,0.0,240.0,7523.01,Saturday,2023-10-28 17:22:35
EWIONFSURX,Elizabeth Keith,Pochi,0.0,100.0,7763.01,Saturday,2023-10-28 16:00:24
5NHLX8LHOU,Mpesa Charges,Mpesa Charges,0.0,62.0,7863.01,Saturday,2023-10-28 11:53:03
Z06ALJRAFL,Edwards and Sons,Pay Bill,0.0,17550.0,7925.01,Saturday,2023-10-28 11:53:03
VS96MY13YD,Sanders-Castillo,Till No,0.0,200.0,25475.01,Saturday,2023-10-28 09:34:47
ZPSD1YP1V4,Jones Inc,Till No,0.0,100.0,25675.01,Saturday,2023-10-28 09:30:16
K1QLLPG0I6,"Smith, Mcknight and Brown",Till No,0.0,50.0,25775.01,Friday,2023-10-27 20:22:22
IL7H6SIV3M,Benjamin Villanueva,Send Money,0.0,30.0,25825.01,Friday,2023-10-27 16:59:27
U977HF6NSO,Mpesa Charges,Mpesa Charges,0.0,5.0,25855.01,Thursday,2023-10-26 20:57:37
30I7SERLNJ,White-Fowler,Pay Bill,0.0,500.0,25860.01,Thursday,2023-10-26 20:57:37
19C738VYCJ,Griffith PLC,Till No,0.0,100.0,26360.01,Thursday,2023-10-26 20:47:21
5MMXZVI2B9,Mpesa Charges,Mpesa Charges,0.0,3.3,26460.01,Wednesday,2023-10-25 15:31:47
0SHXPS7T2F,Garcia-Lopez,Till No,0.0,600.0,26463.31,Wednesday,2023-10-25 15:31:47
TV7FF7V4R5,Bailey Ltd,Pay Bill,0.0,250.0,27063.31,Wednesday,2023-10-25 15:05:56
LQQHT6NKK5,Mpesa Charges,Mpesa Charges,0.0,70.78,27313.31,Wednesday,2023-10-25 14:56:06
YV5HOU6LLS,"Osborne, Keith and Ellison",Till No,0.0,12870.0,27384.09,Wednesday,2023-10-25 14:56:06
NIZW3NH0ZB,Mpesa Charges,Mpesa Charges,0.0,7.0,40254.09,Wednesday,2023-10-25 14:42:45
SSAFCXEL2E,Cody Phillips,Send Money,0.0,200.0,40261.09,Wednesday,2023-10-25 14:42:45
3IGO707A8C,Mpesa Charges,Mpesa Charges,0.0,100.0,40461.09,Wednesday,2023-10-25 14:37:38
3NZLWPJXYX,Jenny Gallagher,Send Money,0.0,12000.0,40561.09,Wednesday,2023-10-25 14:37:38
FH3BEHJ6YG,Mpesa Charges,Mpesa Charges,0.0,57.0,52561.09,Wednesday,2023-10-25 12:46:17
791OQLU1JM,Jennifer Mcdonald,Send Money,0.0,4500.0,52618.09,Wednesday,2023-10-25 12:46:17
5ZLXLAW11C,Mpesa Charges,Mpesa Charges,0.0,24.0,57118.09,Wednesday,2023-10-25 12:17:48
5E0WOQ1FB2,"Foster, Hess and Arroyo",Pay Bill,0.0,78231.0,57142.09,Wednesday,2023-10-25 12:17:48
30S2FVF7WI,"Lee, Rollins and Collins",Bank Transfer,120000.0,0.0,135373.09,Wednesday,2023-10-25 12:14:06
0FDV6U84IR,Mpesa Charges,Mpesa Charges,0.0,7.0,15373.09,Wednesday,2023-10-25 11:34:21
VIE0NTYEKP,Kelly Cook,Send Money,0.0,350.0,15380.09,Wednesday,2023-10-25 11:34:21
A1H1US35BG,Mpesa Charges,Mpesa Charges,0.0,67.0,15730.09,Wednesday,2023-10-25 10:57:24
BPKRAF1CPO,"Bridges, Blackwell and Meyer",Pay Bill,0.0,23500.0,15797.09,Wednesday,2023-10-25 10:57:24
6RAP0SML6M,Martin Group,Pay Bill,0.0,20.0,39297.09,Wednesday,2023-10-25 10:37:53
EZ6EUWNBS5,Mpesa Charges,Mpesa Charges,0.0,13.0,39317.09,Wednesday,2023-10-25 10:36:00
B6FIEBLDC5,Brian Johnson,Send Money,0.0,860.0,39330.09,Wednesday,2023-10-25 10:36:00
DBKACOBMJ4,"Kelly, Young and Clark",Bank Transfer,40000.0,0.0,40190.09,Wednesday,2023-10-25 10:35:21
PRDD047FVJ,"Smith, Mcknight and Brown",Till No,0.0,30.0,190.09,Tuesday,2023-10-24 19:35:29
WGUDSEY8P3,Mpesa Charges,Mpesa Charges,0.0,13.0,220.09,Tuesday,2023-10-24 14:20:11
BFIJZJJXQS,Michael Ho,Send Money,0.0,870.0,233.09,Tuesday,2023-10-24 14:20:11
SEKFTRP7N0,Mpesa Charges,Mpesa Charges,0.0,53.0,1103.09,Tuesday,2023-10-24 10:12:25
1SCB4Y32X4,Kelsey Potter,Send Money,0.0,3000.0,1156.09,Tuesday,2023-10-24 10:12:25
JZVZPADOQJ,Charlotte Davis,Send Money,0.0,3000.0,1156.09,Tuesday,2023-10-24 10:12:25
1Y5UHC8JPQ,Mpesa Charges,Mpesa Charges,0.0,13.0,4156.09,Tuesday,2023-10-24 09:34:24
X596KJ5F9S,Jesus Carson,Send Money,0.0,880.0,4169.09,Tuesday,2023-10-24 09:34:24
4QD88K25L8,Thomas Group,Bank Transfer,5000.0,0.0,5049.09,Tuesday,2023-10-24 09:26:30
KHF7XOTWJ9,Mpesa Charges,Mpesa Charges,0.0,5.0,49.09,Saturday,2023-10-21 21:23:30
3LHQHTCO87,White-Fowler,Pay Bill,0.0,250.0,54.09,Saturday,2023-10-21 21:23:30
97RIEOCS4R,"Smith, Mcknight and Brown",Till No,0.0,45.0,304.09,Saturday,2023-10-21 19:04:56
H71POUKO56,Zachary Diaz,Send Money,0.0,50.0,349.09,Saturday,2023-10-21 19:03:05
S2XN6FOB17,"Gomez, Rice and Simpson",Till No,0.0,735.0,399.09,Saturday,2023-10-21 18:57:05
X0IH6DWHS4,Mpesa Charges,Mpesa Charges,0.0,7.0,1134.09,Saturday,2023-10-21 18:45:52
9HAXEZG9E3,Dr. Mark Potts,Send Money,0.0,300.0,1141.09,Saturday,2023-10-21 18:45:52
W84K6UDL9S,Moreno-Clark,Till No,0.0,600.0,1441.09,Saturday,2023-10-21 18:38:06
OZ9IG18CGU,Mpesa Charges,Mpesa Charges,0.0,7.0,2041.09,Saturday,2023-10-21 18:30:38
8LMKUA7XKU,Joel Ross,Send Money,0.0,350.0,2048.09,Saturday,2023-10-21 18:30:38
7TVKZSJ338,Mpesa Charges,Mpesa Charges,0.0,34.0,2398.09,Saturday,2023-10-21 16:57:22
97R8X4YGNN,Williams and Sons,Pay Bill,0.0,4856.0,2432.09,Saturday,2023-10-21 16:57:22
VPIFD7HDSS,Jeremy Simmons,Receive Money,3150.0,0.0,7288.09,Saturday,2023-10-21 15:36:35
BDIB4S08N3,"Johnson, Craig and Garcia",Till No,0.0,50.0,4138.09,Saturday,2023-10-21 12:02:11
Q7LUIP183S,Sanders-Castillo,Till No,0.0,100.0,4188.09,Saturday,2023-10-21 11:58:54
JO6I2X0DFF,Lindsey Johnson,Send Money,0.0,30.0,4288.09,Saturday,2023-10-21 08:21:55
6A4Y8I9SO1,Mpesa Charges,Mpesa Charges,0.0,13.0,4318.09,Friday,2023-10-20 23:20:14
BVGEY5ABU3,Joanna Moore,Send Money,0.0,600.0,4331.09,Friday,2023-10-20 23:20:14
RLP5RV7BSC,"Gilbert, Wagner and Fleming",Till No,0.0,400.0,4931.09,Friday,2023-10-20 23:17:46
87NM5CDP99,"Mayer, Livingston and Smith",Till No,0.0,7620.0,5331.09,Friday,2023-10-20 22:30:36
UANG7Y6VSH,Mcdowell-Perez,Bank Transfer,10000.0,0.0,12951.09,Friday,2023-10-20 22:29:08
Q2ODALQW66,Mpesa Charges,Mpesa Charges,0.0,7.0,2951.09,Friday,2023-10-20 18:02:56
FJ9RTOV4A6,Curtis Jimenez,Send Money,0.0,250.0,2958.09,Friday,2023-10-20 18:02:56
FY3V8I82RI,"Smith, Mcknight and Brown",Till No,0.0,160.0,3208.09,Friday,2023-10-20 15:05:16
EOC5TUK1HI,"Carlson, Hanson and Martin",Till No,0.0,140.0,3368.09,Thursday,2023-10-19 19:32:14
D9HG20FSYJ,Mcgee-Palmer,Till No,0.0,190.0,3508.09,Thursday,2023-10-19 19:26:14
Z6IFMRVEBI,Griffith PLC,Till No,0.0,80.0,3698.09,Thursday,2023-10-19 07:58:15
T3035CRJEL,"Ho, Howell and Welch",Till No,0.0,80.0,3778.09,Tuesday,2023-10-17 19:53:06
PRFWS0WKWF,"Hill, Matthews and Martin",Till No,0.0,300.0,3858.09,Tuesday,2023-10-17 13:39:54
EKP845YXN6,"Ho, Howell and Welch",Till No,0.0,170.0,4158.09,Monday,2023-10-16 19:14:41
MYR7M43IG5,Mpesa Charges,Mpesa Charges,0.0,5.0,4328.09,Sunday,2023-10-15 20:38:23
VNKLR2WOV1,White-Fowler,Pay Bill,0.0,500.0,4333.09,Sunday,2023-10-15 20:38:23
MXK3NSPB15, M-PESA Overdraw,Fuliza Loan Repayment,0.0,166.91,4833.09,Sunday,2023-10-15 20:36:40
7DC2KA15LF,Thompson and Sons,Bank Transfer,5000.0,0.0,5000.0,Sunday,2023-10-15 20:36:40
NYSJYG464D,"Lee, Greer and Mccullough",Till No,0.0,630.0,0.0,Sunday,2023-10-15 09:06:12
STOIC4MZPF,Fuliza Loan,Fuliza Loan,165.25,0.0,630.0,Sunday,2023-10-15 09:06:12
53I86JH3HO,Sanders-Castillo,Till No,0.0,240.0,464.75,Saturday,2023-10-14 19:05:54
LZJFUQ2C84,Richard Brown,Pochi,0.0,70.0,704.75,Saturday,2023-10-14 18:25:06
XOBNVXWAZ5,Tiffany Carpenter,Send Money,0.0,70.0,774.75,Saturday,2023-10-14 14:32:35
YH6WEFXHFO,"Johnson, Craig and Garcia",Till No,0.0,140.0,844.75,Saturday,2023-10-14 12:02:54
5LJWYS7NVI,Sanders-Castillo,Till No,0.0,120.0,984.75,Saturday,2023-10-14 12:00:44
HDO1K8MO66,"Smith, Mcknight and Brown",Till No,0.0,130.0,1104.75,Friday,2023-10-13 19:11:45
8HEP4ABNWZ,"Smith, Mcknight and Brown",Till No,0.0,90.0,1234.75,Thursday,2023-10-12 19:44:29
KU44JV8DD9,Mpesa Charges,Mpesa Charges,0.0,7.0,1324.75,Thursday,2023-10-12 19:40:17
U7XZS07R01,Alicia Chapman,Send Money,0.0,180.0,1331.75,Thursday,2023-10-12 19:40:17
61ZPUBE9GJ,Mpesa Charges,Mpesa Charges,0.0,23.0,1511.75,Wednesday,2023-10-11 18:53:38
50Q5FXC93J,Patricia Stewart,Send Money,0.0,1319.0,1534.75,Wednesday,2023-10-11 18:53:38
AHBRKQ4CP3,Griffith PLC,Till No,0.0,200.0,2853.75,Wednesday,2023-10-11 13:54:04
U0H983ZCMT,Griffith PLC,Till No,0.0,80.0,3053.75,Wednesday,2023-10-11 08:35:47
U9CUDYF1EY,Lopez LLC,Till No,0.0,480.0,3133.75,Tuesday,2023-10-10 20:04:14
8WNXKBCN8L,Walker Inc,Till No,0.0,300.0,3613.75,Monday,2023-10-09 18:51:55
OOZ3IAJOLS,Mpesa Charges,Mpesa Charges,0.0,5.0,3913.75,Monday,2023-10-09 07:49:37
0OVNLK3RJJ,White-Fowler,Pay Bill,0.0,500.0,3918.75,Monday,2023-10-09 07:49:37
SX3BAY0QNZ,Gary Hart,Pochi,0.0,70.0,4418.75,Monday,2023-10-09 07:24:27
2SKFF2Q6BD,Richard Beck,Pochi,0.0,70.0,4488.75,Saturday,2023-10-07 17:43:48
L5BK1TGBWI,Jones Inc,Till No,0.0,200.0,4558.75,Saturday,2023-10-07 17:28:17
A7YIUPNQNS,Mpesa Charges,Mpesa Charges,0.0,7.0,4758.75,Saturday,2023-10-07 17:22:24
GS8PKJ73OB,Lindsey Johnson,Send Money,0.0,145.0,4765.75,Saturday,2023-10-07 17:22:24
RGG2IZLF7K,"Hill, Matthews and Martin",Till No,0.0,300.0,4910.75,Saturday,2023-10-07 17:00:11
AR91E1VEKK,Brown LLC,Bank Transfer,5000.0,0.0,5210.75,Saturday,2023-10-07 16:59:59
2ACRHH3P3M,Smith-Lane,Till No,0.0,1150.0,210.75,Saturday,2023-10-07 16:20:38
NO6BU9ZXJ8,Patrick Ltd,Till No,0.0,500.0,1360.75,Saturday,2023-10-07 16:13:46
AINQ0C2OU8,"Gomez, Rice and Simpson",Till No,0.0,218.0,1860.75,Saturday,2023-10-07 10:41:11
YJ6YEJN3Q7,Mpesa Charges,Mpesa Charges,0.0,7.0,2078.75,Saturday,2023-10-07 10:32:11
TXKR5WV1UC,Dr. Mark Potts,Send Money,0.0,370.0,2085.75,Saturday,2023-10-07 10:32:11
JC6ALTD9Q9,Alicia Chapman,Send Money,0.0,50.0,2455.75,Friday,2023-10-06 18:14:45
QCKCPRY2WD,Yates-Dunn,Pay Bill,0.0,80.0,2505.75,Friday,2023-10-06 17:00:03
NGQ4V46GCD,Mpesa Charges,Mpesa Charges,0.0,13.0,2585.75,Friday,2023-10-06 16:35:54
A5242M3SKI,Eileen Rodriguez DVM,Send Money,0.0,600.0,2598.75,Friday,2023-10-06 16:35:54
SHKX9H5BD7,Griffin Group,Till No,0.0,1020.0,3198.75,Friday,2023-10-06 16:30:09
DICK0K28MQ,Yates-Dunn,Pay Bill,0.0,70.0,4218.75,Friday,2023-10-06 12:54:40
45CSO95V48,Sanders-Castillo,Till No,0.0,200.0,4288.75,Thursday,2023-10-05 19:31:29
EH405AI4KL,Airtime Purchase,Airtime Purchase,0.0,500.0,4488.75,Thursday,2023-10-05 14:07:30
A4JIW09Q96,Airtime Purchase,Airtime Purchase,0.0,500.0,4988.75,Thursday,2023-10-05 13:53:08
W6DHUBXDMV,Airtime Purchase,Airtime Purchase,0.0,500.0,5488.75,Thursday,2023-10-05 13:26:44
TBWD1CEXX5,Shwari Loan Repayment,MShwari Loan,0.0,1635.0,5988.75,Thursday,2023-10-05 13:24:33
EFELLCA2WQ,Other,Other,0.0,1000.0,7623.75,Thursday,2023-10-05 13:23:30
6NK55BSZCJ,Mpesa Charges,Mpesa Charges,0.0,83.0,8623.75,Thursday,2023-10-05 13:21:39
1DK5BRCY07,"Caldwell, King and Taylor",Pay Bill,0.0,31300.0,8706.75,Thursday,2023-10-05 13:21:39
GQ1015MQGS,Gonzales LLC,Bank Transfer,40000.0,0.0,40006.75,Thursday,2023-10-05 13:19:58
4Q1E0SPP8A,"Smith, Mcknight and Brown",Till No,0.0,50.0,6.75,Wednesday,2023-10-04 19:49:28
Z9U3YQ6I75,Alicia Chapman,Send Money,0.0,60.0,56.75,Wednesday,2023-10-04 19:45:52
VD37QFPPAE,Mpesa Charges,Mpesa Charges,0.0,5.0,116.75,Wednesday,2023-10-04 19:41:02
QKFJC4OJTN,White-Fowler,Pay Bill,0.0,200.0,121.75,Wednesday,2023-10-04 19:41:02
H1QM3W5OFW,Griffith PLC,Till No,0.0,60.0,321.75,Wednesday,2023-10-04 08:54:47
03G4AIHMKI,Brown-Anderson,Till No,0.0,96.0,381.75,Tuesday,2023-10-03 20:00:56
U2IX0902LZ,"Smith, Mcknight and Brown",Till No,0.0,85.0,477.75,Tuesday,2023-10-03 19:59:28
E2AWJABOPE,Mpesa Charges,Mpesa Charges,0.0,13.0,562.75,Monday,2023-10-02 20:46:35
FBSR57YQKC,David Allison,Send Money,0.0,1000.0,575.75,Monday,2023-10-02 20:46:35
50VZ51A7KM,Shwari Loan Request,MShwari Loan,0.0,0.0,1575.75,Monday,2023-10-02 20:45:58
JM1VIV5Q41,Shwari Loan Disburse,MShwari Loan,1500.0,0.0,1575.75,Monday,2023-10-02 20:45:58
75SJGZG6CO,Mpesa Charges,Mpesa Charges,0.0,23.0,75.75,Sunday,2023-10-01 22:01:25
W8SGBG18M1,Joseph Perez,Send Money,0.0,1100.0,98.75,Sunday,2023-10-01 22:01:25
UTXU5DPWZ2,Dorothy Price,Send Money,0.0,1100.0,98.75,Sunday,2023-10-01 22:01:25
0PL2UYOF67,"Ho, Howell and Welch",Till No,0.0,60.0,1198.75,Sunday,2023-10-01 19:30:30
VZACGWXE96,"Smith, Mcknight and Brown",Till No,0.0,90.0,1258.75,Sunday,2023-10-01 19:27:08
EXMMEZNUX0,"Franklin, Hatfield and Wilson",Till No,0.0,300.0,1348.75,Sunday,2023-10-01 13:35:40
LSIO1NUWF7,"Keith, Phillips and Singleton",Pay Bill,0.0,2999.0,1648.75,Sunday,2023-10-01 01:19:07
2PO7ZV1T8Q,Mpesa Charges,Mpesa Charges,0.0,53.0,4647.75,Sunday,2023-10-01 01:01:56
3HN2W3W8KT,Jeremy Kennedy,Send Money,0.0,3500.0,4700.75,Sunday,2023-10-01 01:01:56
U50CJQ7K5X,Merritt and Sons,Till No,0.0,1160.0,8200.75,Sunday,2023-10-01 00:36:54
HTUSENDOSC,Mpesa Charges,Mpesa Charges,0.0,7.0,9360.75,Saturday,2023-09-30 20:32:52
PKRVZ86BY1,Claudia Roberts,Pochi,0.0,240.0,9367.75,Saturday,2023-09-30 20:32:52
7DUGO65H1O,Mpesa Charges,Mpesa Charges,0.0,7.0,9607.75,Saturday,2023-09-30 16:57:49
9SJCQBFYHF,Michael Duffy,Send Money,0.0,400.0,9614.75,Saturday,2023-09-30 16:57:49
TDLFU4WBW6,Jeremy Simmons,Receive Money,10000.0,0.0,10014.75,Saturday,2023-09-30 16:03:05
SW1Z3QUAZL,"Smith, Mcknight and Brown",Till No,0.0,60.0,14.75,Friday,2023-09-29 20:08:13
8FMKVTCYSN,Danielle King,Send Money,0.0,80.0,74.75,Friday,2023-09-29 14:45:48
96JQVDHVTT,Mpesa Charges,Mpesa Charges,0.0,5.0,154.75,Friday,2023-09-29 13:44:43
KKIS9KAKVW,Yates-Dunn,Pay Bill,0.0,140.0,159.75,Friday,2023-09-29 13:44:43
63IF10SZRY,Sarah Clark,Send Money,0.0,80.0,299.75,Friday,2023-09-29 09:59:31
0KOL8LRWD7,Mpesa Charges,Mpesa Charges,0.0,7.0,379.75,Thursday,2023-09-28 19:50:52
MF9CPDHRXQ,Alicia Chapman,Send Money,0.0,120.0,386.75,Thursday,2023-09-28 19:50:52
1JQ3EKAO3S,Sonya Greene,Send Money,0.0,65.0,506.75,Thursday,2023-09-28 08:52:56
XV32T2QZ8T,"Smith, Mcknight and Brown",Till No,0.0,40.0,571.75,Wednesday,2023-09-27 19:57:45
0X5CC9RC2R,Mpesa Charges,Mpesa Charges,0.0,5.0,611.75,Wednesday,2023-09-27 10:39:34
PMEZWR8BJJ,White-Fowler,Pay Bill,0.0,500.0,616.75,Wednesday,2023-09-27 10:39:34
J4VHPO8P0O,Mpesa Charges,Mpesa Charges,0.0,33.0,1116.75,Monday,2023-09-25 19:40:58
HIXCXWJXHR,Chelsea Jackson,Send Money,0.0,2269.0,1149.75,Monday,2023-09-25 19:40:58
C1H3ADQSZH,Mpesa Charges,Mpesa Charges,0.0,7.0,3418.75,Monday,2023-09-25 19:34:10
WFOMOQ89HZ,Sonya Greene,Send Money,0.0,200.0,3425.75,Monday,2023-09-25 19:34:10
SOWHK9GWZY,Barnes LLC,Bank Transfer,2000.0,0.0,3625.75,Monday,2023-09-25 19:18:01
TW1GZEPTTL,"Hill, Matthews and Martin",Till No,0.0,300.0,1625.75,Monday,2023-09-25 14:25:45
DIRO5Q33ER,Kaylee Yoder,Send Money,0.0,30.0,1925.75,Sunday,2023-09-24 17:38:48
XERE9G6ZT0,Scott Pugh,Send Money,0.0,70.0,1955.75,Sunday,2023-09-24 12:40:57
BFDQBU9F21,Brown-Anderson,Till No,0.0,1100.0,2025.75,Saturday,2023-09-23 16:46:57
M23EVTIZA0,Guerra Group,Bank Transfer,3000.0,0.0,3125.75,Saturday,2023-09-23 16:45:43
8ET0HTHWX4,"Smith, Mcknight and Brown",Till No,0.0,90.0,125.75,Saturday,2023-09-23 16:44:37
4CDUMPXZ6T,Mpesa Charges,Mpesa Charges,0.0,7.0,215.75,Saturday,2023-09-23 12:24:08
M9HUJ30BO8,Dr. Mark Potts,Send Money,0.0,350.0,222.75,Saturday,2023-09-23 12:24:08
5BKSTY60IU,"Franklin, Hatfield and Wilson",Till No,0.0,240.0,572.75,Friday,2023-09-22 20:08:15
GEKIJODVHV,Mpesa Charges,Mpesa Charges,0.0,7.0,812.75,Thursday,2023-09-21 17:51:30
DSQV3HWHQR,Victoria Flores,Send Money,0.0,150.0,819.75,Thursday,2023-09-21 17:51:30
0IRVWCWH6N,"Smith, Fisher and Cruz",Till No,0.0,660.0,969.75,Thursday,2023-09-21 16:59:22
Z3KSCCKBN2,Mpesa Charges,Mpesa Charges,0.0,7.0,1629.75,Thursday,2023-09-21 11:16:00
KSXT75X2LL,Jessica Simpson,Send Money,0.0,150.0,1636.75,Thursday,2023-09-21 11:16:00
5CC2CLGWHA,"Smith, Mcknight and Brown",Till No,0.0,95.0,1786.75,Wednesday,2023-09-20 20:13:50
0TICIX7JSS,Mpesa Charges,Mpesa Charges,0.0,34.0,1881.75,Wednesday,2023-09-20 15:34:47
RO60XU4QBT,Williams and Sons,Pay Bill,0.0,4838.0,1915.75,Wednesday,2023-09-20 15:34:47
QCP0E6JIGZ,Griffith PLC,Till No,0.0,210.0,6753.75,Wednesday,2023-09-20 14:01:46
3CMFXN8XDF,Mpesa Charges,Mpesa Charges,0.0,5.0,6963.75,Wednesday,2023-09-20 09:47:53
T3CPI919K6,White-Fowler,Pay Bill,0.0,500.0,6968.75,Wednesday,2023-09-20 09:47:53
B4ODBHGEQQ,Griffith PLC,Till No,0.0,80.0,7468.75,Wednesday,2023-09-20 09:39:55
NP9PHVN44C,"Franklin, Hatfield and Wilson",Till No,0.0,200.0,7548.75,Tuesday,2023-09-19 19:52:45
29H4VTV3HT,Mpesa Charges,Mpesa Charges,0.0,15.0,7748.75,Monday,2023-09-18 19:47:41
EG8NK2YMXZ,Joyce-Ford,Pay Bill,0.0,1118.0,7763.75,Monday,2023-09-18 19:47:41
2QYH7VY79C,Garza Inc,Bank Transfer,5000.0,0.0,8881.75,Monday,2023-09-18 19:45:59
8VK4U38433,Mpesa Charges,Mpesa Charges,0.0,13.0,3881.75,Monday,2023-09-18 13:37:42
96RQBARV7I,Brian Jones,Send Money,0.0,874.0,3894.75,Monday,2023-09-18 13:37:42
EFM1BGP3EV,Lewis-Smith,Till No,0.0,330.0,4768.75,Sunday,2023-09-17 19:10:38
ERSOBAQLC2,Mpesa Charges,Mpesa Charges,0.0,25.0,5098.75,Sunday,2023-09-17 14:17:29
EMW1A5U91H,"Benitez, Palmer and Lane",Pay Bill,0.0,2619.0,5123.75,Sunday,2023-09-17 14:17:29
IIZ0IVBJVO,Jeremy Simmons,Receive Money,3020.0,0.0,7742.75,Sunday,2023-09-17 01:28:43
YVLCK86PVR,"Carlson, Curtis and Perez",Till No,0.0,3020.0,4722.75,Sunday,2023-09-17 01:27:55
6Z9EWB3HDR,"Foley, Rodriguez and Nguyen",Bank Transfer,5000.0,0.0,7742.75,Sunday,2023-09-17 01:26:51
OMJ055H44U,Combs-Morgan,Till No,0.0,1417.0,2742.75,Saturday,2023-09-16 18:35:23
VMXN9NDEJM,Moran LLC,Till No,0.0,100.0,4159.75,Saturday,2023-09-16 11:49:47
X28LRHA2KG,Mpesa Charges,Mpesa Charges,0.0,5.0,4259.75,Saturday,2023-09-16 08:39:29
TC0M31SRR5,"Barajas, Cox and Reid",Pay Bill,0.0,200.0,4264.75,Saturday,2023-09-16 08:39:29
UDNVE2U8TP,"Smith, Mcknight and Brown",Till No,0.0,40.0,4464.75,Friday,2023-09-15 20:40:15
9CKCS53SNS,"Baird, Martin and Baker",Till No,0.0,650.0,4504.75,Friday,2023-09-15 20:37:39
0CM7SGW3BL,"Harris, Terrell and Roberts",Bank Transfer,5000.0,0.0,5154.75,Friday,2023-09-15 20:27:48
SWP9EHU4PM,"Franklin, Hatfield and Wilson",Till No,0.0,140.0,154.75,Friday,2023-09-15 10:37:40
4EH7UHXS8O,Mpesa Charges,Mpesa Charges,0.0,23.0,294.75,Thursday,2023-09-14 20:42:50
XY0OTUEE1Z,Gary Holmes,Send Money,0.0,1329.0,317.75,Thursday,2023-09-14 20:42:50
RTC2WD4TNQ,"Franklin, Hatfield and Wilson",Till No,0.0,450.0,1646.75,Thursday,2023-09-14 12:55:24
805CL61AM2,Lopez LLC,Till No,0.0,400.0,2096.75,Wednesday,2023-09-13 21:17:39
9D691F9K6E,"Franklin, Hatfield and Wilson",Till No,0.0,300.0,2496.75,Wednesday,2023-09-13 14:39:18
5FWP4AX7G9,"Hill, Matthews and Martin",Till No,0.0,300.0,2796.75,Wednesday,2023-09-13 13:00:42
22J8U3TFKH,Mpesa Charges,Mpesa Charges,0.0,10.0,3096.75,Wednesday,2023-09-13 12:03:12
T457WVOWP0,Davidson-Figueroa,Pay Bill,0.0,760.0,3106.75,Wednesday,2023-09-13 12:03:12
IC8972BST9,Roy Brown,Receive Money,760.0,0.0,3866.75,Wednesday,2023-09-13 12:02:19
0EXOSFJPKK,Rebecca Hicks,Receive Money,760.0,0.0,3866.75,Wednesday,2023-09-13 12:02:19
LS2IEULE85,Mpesa Charges,Mpesa Charges,0.0,5.0,3106.75,Wednesday,2023-09-13 08:50:46
X8MOMDEM3E,White-Fowler,Pay Bill,0.0,500.0,3111.75,Wednesday,2023-09-13 08:50:46
GQXEUD5OVQ,"Franklin, Hatfield and Wilson",Till No,0.0,200.0,3611.75,Tuesday,2023-09-12 20:00:44
6ZP67800MI,"Franklin, Hatfield and Wilson",Till No,0.0,170.0,3811.75,Tuesday,2023-09-12 13:49:00
A9FXNZEM71,Alicia Chapman,Send Money,0.0,30.0,3981.75,Monday,2023-09-11 18:44:30
1WNDUIHNPT,Sanders-Castillo,Till No,0.0,180.0,4011.75,Monday,2023-09-11 18:41:21
QUA7JNMSER,Mpesa Charges,Mpesa Charges,0.0,15.0,4191.75,Monday,2023-09-11 17:21:12
